220,2023/02/22,5,14,20,22,25,34,8
221,2023/02/18,7,9,21,25,31,50,15
222,2023/02/15,4,7,14,30,37,46,16
223,2023/02/11,9,11,35,39,40,48,19
224,2023/02/08,15,20,23,31,33,40,29
225,2023/02/04,11,13,23,45,47,50,10
226,2023/02/01,2,21,24,38,44,48,36
227,2023/01/28,8,27,30,32,46,52,43
228,2023/01/25,3,6,9,11,31,39,7
229,2023/01/21,1,13,14,22,41,52,9
230,2023/01/18,5,29,31,35,39,47,1
231,2023/01/14,8,9,14,33,34,47,26
232,2023/01/11,4,10,21,25,37,46,2
233,2023/01/07,3,4,19,25,27,32,8
234,2023/01/04,1,18,25,30,46,48,19
235,2022/12/31,12,18,19,41,48,52,35
236,2022/12/28,8,22,30,40,42,49,41
237,2022/12/24,7,10,17,19,23,50,43
238,2022/12/21,7,20,21,37,38,46,24
239,2022/12/17,4,6,18,20,36,40,43
240,2022/12/14,2,7,20,21,35,46,22
241,2022/12/10,11,23,37,39,43,44,31
242,2022/12/07,1,5,18,45,47,52,19
243,2022/12/03,1,12,26,33,50,52,19
244,2022/11/30,11,25,29,41,44,51,17
245,2022/11/26,5,18,20,26,35,38,24
246,2022/11/23,3,8,10,12,19,27,18
247,2022/11/19,6,8,12,37,43,51,21
248,2022/11/16,2,4,12,23,42,46,49
249,2022/11/12,1,11,45,48,51,52,9
250,2022/11/09,11,18,35,41,46,51,13
251,2022/11/05,4,18,27,32,38,45,42
252,2022/11/02,1,7,22,33,39,40,15
253,2022/10/29,9,30,32,38,43,50,28
254,2022/10/26,4,14,18,23,42,50,22
255,2022/10/22,12,14,33,37,47,48,11
256,2022/10/19,1,5,14,29,40,52,34
257,2022/10/15,9,11,13,21,30,46,19
258,2022/10/12,4,15,16,26,44,45,22
259,2022/10/08,7,11,12,19,36,39,4
260,2022/10/05,14,16,23,26,40,42,13
261,2022/10/01,7,9,13,16,26,42,12
262,2022/09/28,2,12,15,29,31,47,48
263,2022/09/24,3,18,28,29,36,44,22
264,2022/09/21,8,15,16,24,32,42,14
265,2022/09/17,1,7,22,34,39,46,15
266,2022/09/14,4,17,29,31,46,48,50
267,2022/09/10,6,15,17,19,41,44,25
268,2022/09/07,2,10,17,28,40,44,34
269,2022/09/03,7,20,34,45,49,50,17
270,2022/08/31,3,9,13,25,31,39,36
271,2022/08/27,4,10,14,24,31,37,20
272,2022/08/24,8,11,12,37,41,48,40
273,2022/08/20,7,9,20,27,46,51,47
274,2022/08/17,5,13,21,34,35,39,28
275,2022/08/13,6,8,27,28,39,48,7
276,2022/08/10,13,14,21,34,45,52,26
277,2022/08/06,7,18,30,36,44,47,28
278,2022/08/03,5,9,12,23,50,51,4
279,2022/07/30,1,9,13,34,35,37,42
280,2022/07/27,1,7,36,41,49,51,45
281,2022/07/23,23,33,47,48,50,52,24
282,2022/07/20,3,6,15,30,41,45,20
283,2022/07/16,7,13,22,31,45,46,9
284,2022/07/13,3,6,9,10,29,51,11
285,2022/07/09,6,24,29,35,41,44,49
286,2022/07/06,11,16,26,34,38,42,52
287,2022/07/02,4,17,22,37,38,46,23
288,2022/06/29,27,33,34,40,41,51,36
289,2022/06/25,2,8,19,29,35,43,7
290,2022/06/22,9,16,32,38,42,46,33
291,2022/06/18,13,25,35,37,38,44,52
292,2022/06/15,2,19,24,36,45,50,26
293,2022/06/11,6,15,18,23,34,37,48
294,2022/06/08,21,25,27,34,39,48,44
295,2022/06/04,11,22,23,32,35,47,41
296,2022/06/01,15,20,22,27,43,49,29
297,2022/05/28,14,28,30,31,44,47,4
298,2022/05/25,1,6,12,17,31,45,10
299,2022/05/21,2,3,7,20,28,37,5
300,2022/05/18,4,9,15,16,23,29,21
301,2022/05/14,10,13,22,27,36,40,45
302,2022/05/11,20,22,25,36,50,51,12
303,2022/05/07,14,35,36,40,45,50,44
304,2022/05/04,7,11,28,30,36,44,33
305,2022/04/30,14,22,27,28,35,45,10
306,2022/04/27,4,14,17,24,32,49,37
307,2022/04/23,1,9,18,24,34,51,37
308,2022/04/20,1,6,25,26,39,47,24
309,2022/04/16,10,14,25,30,43,49,22
310,2022/04/13,3,17,22,27,31,39,38
311,2022/04/09,2,5,11,27,42,46,14
312,2022/04/06,10,13,29,47,48,51,2
313,2022/04/02,7,10,28,38,48,49,31
314,2022/03/30,12,18,24,31,38,44,51
315,2022/03/26,6,18,22,28,34,45,20
316,2022/03/23,3,6,10,30,38,48,8
317,2022/03/19,3,9,23,41,42,48,16
318,2022/03/16,17,29,30,38,40,43,4
319,2022/03/12,13,20,32,39,43,52,40
320,2022/03/09,15,17,22,29,40,42,2
321,2022/03/05,14,16,17,39,49,50,2
322,2022/03/02,5,10,15,37,43,45,19
323,2022/02/26,1,11,14,27,46,47,24
324,2022/02/23,8,13,23,28,30,41,43
325,2022/02/19,4,11,12,20,38,48,2
326,2022/02/16,4,11,24,25,27,41,30
327,2022/02/12,12,19,21,24,25,39,7
328,2022/02/09,2,18,20,28,35,44,23
329,2022/02/05,4,21,31,33,36,38,17
330,2022/02/02,11,17,20,28,31,46,25
331,2022/01/29,8,10,19,34,36,52,2
332,2022/01/26,3,17,38,44,46,50,7
333,2022/01/22,5,8,11,17,31,38,39
334,2022/01/19,1,14,21,33,37,49,44
335,2022/01/15,7,12,13,19,25,37,50
336,2022/01/12,5,16,30,45,47,52,13
337,2022/01/08,6,12,15,17,22,33,46
338,2022/01/05,8,14,15,25,30,31,17
339,2022/01/01,5,10,16,43,44,49,23
340,2021/12/29,2,4,17,39,43,46,51
341,2021/12/22,15,23,32,34,37,45,21
342,2021/12/18,4,12,17,22,23,26,1
343,2021/12/15,7,9,41,45,48,50,24
344,2021/12/11,2,12,14,16,28,51,19
345,2021/12/08,13,30,36,41,44,46,35
346,2021/12/04,17,26,28,30,42,46,14
347,2021/12/01,1,8,9,17,39,50,30
348,2021/11/27,5,15,16,34,38,42,41
349,2021/11/24,6,18,24,39,43,48,40
350,2021/11/20,2,21,23,26,32,42,47
351,2021/11/17,5,14,35,43,50,52,34
352,2021/11/13,3,19,20,35,39,41,25
353,2021/11/10,8,12,15,19,34,49,31
354,2021/11/06,3,22,25,30,38,45,50
355,2021/11/03,5,6,11,12,13,16,42
356,2021/10/30,8,12,38,41,42,45,29
357,2021/10/27,1,26,31,38,44,48,22
358,2021/10/23,5,11,12,31,43,49,17
359,2021/10/20,3,17,24,35,42,43,39
360,2021/10/16,12,13,35,40,41,44,15
361,2021/10/13,1,10,26,35,38,49,27
362,2021/10/09,3,5,10,32,37,40,12
363,2021/10/06,11,16,25,26,34,45,30
364,2021/10/02,2,15,27,33,43,44,38
365,2021/09/29,14,15,24,33,35,51,26
366,2021/09/25,2,7,10,38,47,48,30
367,2021/09/22,2,8,27,28,32,50,35
368,2021/09/18,4,11,12,32,34,47,8
369,2021/09/15,8,9,19,45,47,52,24
370,2021/09/11,7,22,36,38,48,50,37
371,2021/09/08,2,4,18,19,20,28,45
372,2021/09/04,4,6,27,30,39,41,22
373,2021/09/01,2,14,23,33,36,42,45
374,2021/08/28,8,14,16,21,42,47,30
375,2021/08/25,11,26,28,30,33,50,22
376,2021/08/21,10,19,29,38,45,50,35
377,2021/08/18,3,14,29,30,33,35,4
378,2021/08/14,5,14,19,34,44,49,8
379,2021/08/11,2,5,25,32,48,51,20
380,2021/08/07,3,13,25,26,31,50,32
381,2021/08/04,21,26,27,30,37,51,29
382,2021/07/31,24,29,36,37,39,45,50
383,2021/07/28,1,5,13,22,27,28,25
384,2021/07/24,6,39,40,44,45,47,31
385,2021/07/21,3,6,13,23,28,31,21
386,2021/07/17,4,11,18,20,35,41,45
387,2021/07/14,13,22,26,44,46,52,27
388,2021/07/10,1,9,13,32,37,39,24
389,2021/07/07,23,26,29,32,34,39,10
390,2021/07/03,4,12,20,34,46,49,31
391,2021/06/30,8,10,29,37,38,50,30
392,2021/06/26,2,5,11,15,29,33,21
393,2021/06/23,12,30,35,38,43,52,34
394,2021/06/19,3,10,13,14,38,51,47
395,2021/06/16,7,8,29,37,49,51,43
396,2021/06/12,7,21,23,30,43,48,36
397,2021/06/09,11,15,34,36,48,50,43
398,2021/06/05,9,26,35,36,40,46,14
399,2021/06/02,22,26,27,31,33,47,34
400,2021/05/29,16,18,20,22,26,29,41
401,2021/05/26,6,22,29,45,50,52,32
402,2021/05/22,1,10,26,35,46,50,14
403,2021/05/19,1,6,12,16,35,45,2
404,2021/04/21,1,7,10,11,23,31,8
405,2021/04/17,14,28,30,44,47,51,3
406,2021/04/14,1,5,8,19,26,48,30
407,2021/04/10,1,13,24,25,43,46,16
408,2021/04/07,7,13,30,37,39,46,17
409,2021/04/03,6,9,15,30,32,34,11
410,2021/03/31,1,16,39,47,49,52,23
411,2021/03/27,11,13,25,27,45,51,52
412,2021/03/24,1,23,41,42,45,49,43
413,2021/03/20,2,14,21,46,49,50,38
414,2021/03/17,4,11,25,31,37,47,20
415,2021/03/13,11,13,21,26,34,50,17
416,2021/03/10,1,7,16,41,45,52,31
417,2021/03/06,3,18,20,40,41,43,33
418,2021/03/03,8,11,26,34,49,50,13
419,2021/02/27,11,13,14,21,22,32,5
420,2021/02/24,7,10,12,16,29,49,21
421,2021/02/20,3,8,16,21,38,41,45
422,2021/02/17,1,3,6,25,35,43,11
423,2021/02/13,5,18,25,26,29,42,17
424,2021/02/10,1,10,12,15,21,42,48
425,2021/02/06,5,14,15,17,26,33,47
426,2021/02/03,7,10,18,22,36,51,29
427,2021/01/30,6,21,27,32,34,35,45
428,2021/01/27,2,3,13,15,38,42,44
429,2021/01/23,18,20,39,46,47,49,36
430,2021/01/20,19,20,24,32,46,48,38
431,2021/01/16,21,25,40,42,44,49,22
432,2021/01/13,1,3,15,25,36,48,2
433,2021/01/09,10,23,25,28,39,48,52
434,2021/01/06,4,10,20,41,50,52,48
435,2021/01/02,9,11,21,28,35,46,31
436,2020/12/30,2,10,19,36,38,42,21
437,2020/12/26,8,24,33,37,44,49,17
438,2020/12/23,5,7,15,22,23,44,37
439,2020/12/19,11,30,33,35,46,49,24
440,2020/12/16,1,2,29,33,36,50,22
441,2020/12/12,8,12,19,37,43,47,41
442,2020/12/09,21,30,32,42,44,48,1
443,2020/12/05,7,17,27,38,45,46,26
444,2020/12/02,9,27,34,37,38,48,19
445,2020/11/28,6,12,15,24,36,37,45
446,2020/11/25,5,10,11,14,20,33,15
447,2020/11/21,3,9,12,14,22,52,47
448,2020/11/18,1,8,20,27,42,44,47
449,2020/11/14,4,13,15,28,31,47,35
450,2020/11/11,16,19,23,36,45,46,6
451,2020/11/07,2,4,14,15,28,46,5
452,2020/11/04,2,14,17,24,34,51,19
453,2020/10/31,13,26,35,45,49,50,5
454,2020/10/28,6,16,20,30,44,51,28
455,2020/10/24,1,24,30,32,39,49,23
456,2020/10/21,10,29,36,42,43,51,19
457,2020/10/17,2,4,7,28,41,48,37
458,2020/10/14,1,35,45,49,51,52,16
459,2020/10/10,2,22,33,41,42,48,5
460,2020/10/07,1,16,22,26,42,45,36
461,2020/10/03,3,23,26,27,42,51,37
462,2020/09/30,9,18,25,26,28,33,11
463,2020/09/26,3,7,18,21,27,42,50
464,2020/09/23,8,10,17,20,40,46,47
465,2020/09/19,4,9,10,23,24,32,7
466,2020/09/16,28,32,44,49,51,52,15
467,2020/09/12,13,20,30,34,40,50,28
468,2020/09/09,8,15,31,33,35,43,40
469,2020/09/05,17,21,23,29,30,39,47
470,2020/09/02,9,16,21,28,37,48,49
471,2020/08/29,9,16,21,27,33,45,17
472,2020/08/26,1,11,12,41,43,49,15
473,2020/08/22,18,29,37,43,48,51,9
474,2020/08/19,1,7,26,27,42,49,18
475,2020/08/15,1,13,15,19,26,32,38
476,2020/08/12,12,23,24,30,44,49,36
477,2020/08/08,13,23,25,30,47,51,38
478,2020/08/05,7,23,31,33,39,51,30
479,2020/08/01,5,9,23,38,41,46,14
480,2020/07/29,6,16,23,26,33,48,7
481,2020/07/25,5,9,20,24,27,48,8
482,2020/07/22,4,7,12,13,19,52,46
483,2020/07/18,3,17,30,32,36,42,2
484,2020/07/15,4,11,15,19,27,38,48
485,2020/07/11,7,20,24,36,43,52,11
486,2020/07/08,3,8,10,16,17,43,52
487,2020/07/04,8,14,15,42,44,51,4
488,2020/07/01,5,13,21,30,32,41,40
489,2020/06/27,8,9,35,39,45,48,41
490,2020/06/24,3,9,14,19,21,24,8
491,2020/06/20,6,24,28,40,45,49,39
492,2020/06/17,1,32,35,36,40,52,51
493,2020/06/13,2,3,12,13,32,47,41
494,2020/06/10,15,16,18,23,34,49,32
495,2020/06/06,15,16,23,36,37,38,18
496,2020/06/03,7,16,23,26,31,43,34
497,2020/05/30,4,13,20,23,31,46,28
498,2020/05/27,3,9,15,24,39,42,4
499,2020/05/23,2,11,18,20,35,48,36
500,2020/05/20,6,13,25,27,30,36,32
